,rho,beta&a&b,phi,sigma,Ifit,nRuns,region,IUQ
11-22,0.8979587746564566,"[ 2.95309645e+02  1.77899570e-01  5.42371656e-01 -1.32112230e-01
 -8.22846730e-01 -2.00778110e-01  8.54347029e-01  3.42707407e-01
  6.61007406e-02]",0.5871032533401123,0.3312589243695023,1.0768050532085598,11,CAF,1.081391987289782
11-23,0.7239299434861834,"[ 2.97182654e+02  1.36567568e-01  4.97776318e-01 -6.08214573e-01
 -9.92881379e-01 -1.79548592e-01  1.47722589e+00  5.03471561e-01
  8.96095489e-02]",0.6029628512453827,0.4665873058518722,1.071323113741147,11,NEAF,1.068883810869281
11-24,0.0099999999999999,"[ 2.95436225e+02  4.45543176e-01  1.75233141e-01  7.42911193e-01
 -8.91024772e-01  2.33592879e-02  3.59553961e-01  2.36443919e-01
 -8.83808707e-02]",0.8115532047391514,0.3021628070850281,1.0887925343641425,11,SEAF,1.0965009667018921
11-25,0.8826190785687101,"[ 2.92943559e+02  1.04863025e-01  6.07859497e-01  2.95638052e+00
 -1.14916734e+00  1.29207803e-01 -9.19532449e-02  2.34129150e-01
  8.25783822e-02]",0.5319268786561622,0.3679675685632551,1.0742943167866477,11,WSAF,1.0593606844841652
11-26,0.4849831548819007,"[ 2.93790301e+02  1.48319926e-01  6.16460275e-01  3.10157540e+00
 -1.50002982e+00  5.53445720e-02 -5.33608753e-01  1.25664737e-01
  2.82511665e-01]",0.4771438898557294,0.5001094420698455,1.136863491560726,11,ESAF,1.0583697620820105
11-27,0.8861820372658935,"[ 2.96946317e+02  1.96756670e-01  3.82672442e-01  1.97240517e+00
 -3.27145930e-01  7.15531786e-03  1.08273300e+00 -1.83851121e-01
 -8.17734083e-03]",0.7386982664430461,0.2561826099821272,1.0549665527311651,11,MDG,1.0377184046149026
11-28,0.984934746703042,"[ 2.57023772e+02  1.67729226e+00 -1.83800941e-01 -1.90105511e+01
  1.47575748e+00 -2.92834902e-01 -4.46580306e+00  1.36478815e-01
  1.02182554e-01]",0.468420483864694,1.7851134513843787,1.5405540814679173,11,RAR,1.3189590157754978
11-29,0.0099999999999999,"[ 2.72411865e+02  1.11990604e+00  8.37003546e-02 -2.08365625e+01
 -2.35704441e-01 -4.25877113e-01 -1.35796230e-01 -5.54231204e-01
 -4.70843993e-01]",0.3363676110573399,2.567356167714763,1.065639950952762,11,WSB,1.1597597998179618
11-30,0.0099999999999999,"[ 2.66203963e+02  9.40635058e-01  1.64353888e-01 -2.32554112e+01
 -8.49891896e-01 -5.77834549e-01  4.12868778e-01  5.45428654e-01
 -2.05184595e-01]",0.3060416028580661,1.908719787159396,1.0628054840842058,11,ESB,1.1649119201076072
11-31,0.0099999999999999,"[ 2.66742187e+02  1.00598681e+00  2.37890380e-01 -1.45602042e+01
  3.73663861e-01  1.27638400e-01 -3.15812762e+00  7.00868406e-01
 -1.13829117e-01]",0.4512688201154513,1.050990300196636,1.287300729108506,11,RFE,1.159430512410841
11-32,0.0099999999999999,"[ 2.87459008e+02  7.03227423e-01  2.12598265e-01 -1.50173319e+01
 -6.24501226e-02 -1.71008817e-01 -8.13276950e-01  4.71683760e-01
 -1.55680922e-04]",0.295469165662554,1.071659472424977,1.0487876978759854,11,WCA,1.0576752372604254
11-33,0.0099999999999999,"[277.76874603   0.30905611   0.70638303 -19.41591747  -1.60837983
  -0.43692514   0.6287208    0.56230544  -0.4244498 ]",0.2992525970296599,1.3879760253088589,1.0785659853913143,11,ECA,1.1175916572292304
11-34,0.5983604850763861,"[ 2.68190334e+02  1.81747392e-01  8.16603364e-01 -1.40604024e+01
 -1.87246212e+00 -2.67612284e-02 -3.78562888e-01  9.15349458e-01
  1.25136918e-01]",0.3850601607273405,1.292843335498639,1.1133841189183746,11,TIB,1.1500574260155798
11-35,0.6888833864997327,"[ 2.86751607e+02  2.47973922e-01  5.33648731e-01 -8.53763170e+00
 -6.54096821e-01 -3.33314329e-02 -2.14833795e+00  4.44174835e-01
 -1.50158074e-01]",0.3952482537187641,0.5145124587726099,1.067280034041531,11,EAS,1.0642029908651043
11-36,0.99,"[ 2.97513616e+02  8.41709816e-01  1.27632756e-02 -8.41885717e+00
 -1.43554006e+00 -2.24612154e-01  8.46029016e-03 -3.06881889e-01
  4.77258018e-01]",0.506677269004565,0.9172442178626284,1.073243007179334,11,ARP,1.117379873724036
11-37,0.7181624695818704,"[ 2.96377705e+02  8.00310070e-02  6.58553626e-01 -5.18654325e+00
 -2.02032902e+00  2.22008187e-02  1.57161759e+00 -3.56741826e-01
  1.24002812e-01]",0.4167881432106528,0.6220069333620574,1.110622769936216,11,SAS,1.0734018606738036
11-38,0.8088805696925624,"[ 2.99133831e+02 -5.05093967e-02  6.02689925e-01 -5.10934306e-01
 -1.98147752e-01  7.05084835e-03  1.34945311e-01 -3.77191575e-01
 -1.39086901e-02]",0.8645867007126627,0.1687978290874615,1.0569203382272871,11,SEA,1.0342529848702788
11-39,0.7410853040817826,"[ 2.99017485e+02  6.11802681e-02  5.14181425e-01  1.97209962e+00
 -7.23343246e-01  6.29115620e-02  2.11795953e-01 -1.62588162e-01
 -4.36364236e-02]",0.6690105604373721,0.3393170795391317,1.0653845943992784,11,NAU,1.0578633890003803
11-40,0.7457825221024496,"[ 2.95766203e+02  2.49067884e-01  5.38701782e-01  6.93349780e+00
 -1.51698149e+00 -8.45609802e-02 -5.80839034e-01  3.24251398e-01
 -7.04469284e-02]",0.5059745486994076,1.058268663904642,1.0414560799193555,11,CAU,1.0336061462855202
11-41,0.7595310058429029,"[ 2.92287545e+02 -6.23495964e-02  7.76427772e-01  5.18658440e+00
 -8.01594011e-01 -3.98053421e-02  3.63732937e-01  3.18004406e-01
  8.81625179e-02]",0.6034517407974076,0.7073298432446339,1.041962904425933,11,EAU,1.0251862637281444
11-42,0.9785432654254994,"[ 2.87936361e+02  1.24873236e-01  7.27724676e-01  3.69139778e+00
  3.95019480e-02 -1.39124677e-02  1.43075703e+00  2.18453576e-01
  2.48282921e-02]",0.596788184425732,0.326795220467013,1.0611907389912885,11,SAU,1.016041859601817
11-43,0.9711788812374746,"[2.87529070e+02 1.59642140e-01 5.62731519e-01 2.44183313e+00
 1.68339888e-01 2.96127772e-02 2.20328521e+00 2.78658033e-01
 1.28857355e-02]",0.7063588160801327,0.2499916621649397,1.0501974399135885,11,NZ,1.021479179882046
11-44,0.9899999904155754,"[ 2.37565135e+02  1.76671092e-01  1.71396338e+00  1.22737333e+01
  3.09233232e+00  2.04381920e-01  1.20944320e-01 -1.64608364e+00
 -3.69066180e-01]",0.2775091360650399,1.0343332530235532,1.1408636760047617,11,EAN,1.0677607623130931
11-45,0.9283785109851128,"[ 2.50513954e+02 -6.67464091e-01  1.74016085e+00  1.03086439e+01
  2.30073469e+00 -7.69938783e-02  9.09282200e-01 -1.04781441e+00
 -2.19749021e-01]",0.3217056829831416,1.5752117645729036,1.134401077810946,11,WAN,1.1018049735636601
11-46,0.0099999999999999,"[254.16077235   3.06260693  -0.81226482  -9.43304291   0.5391013
   0.52674572  -5.78053141  -1.40020373   0.37461501]",0.7669360520017885,1.9473276215615416,4.7887034978823175,11,ARO,2.5361122890337717
11-47,0.7902947322219339,"[ 2.92898723e+02  2.94813732e-01  2.80317724e-01 -1.66837873e+00
 -5.38953931e-02  7.58894618e-03 -2.23012994e+00  2.02778189e-01
  1.75592159e-02]",0.8791674462057832,0.0872619342490603,1.175090777717285,11,NPO,1.0331049269777561
11-48,0.0099999999999999,"[ 2.99404957e+02  4.59547071e-01  1.46209765e-02 -1.16687534e-01
 -2.40646185e-03  1.37846319e-02  7.36291487e-01 -2.11253597e-01
 -2.39716219e-03]",0.9786753226966451,0.1445783024051199,1.0726051938718488,11,EPO,1.0988619616139852
11-49,0.9615782176258691,"[ 2.92001316e+02  2.21146682e-02  4.88826594e-01  1.59694923e+00
  6.10366810e-02  7.89790422e-03  1.78931907e+00  1.19398247e-01
 -9.11046079e-03]",0.7782764933109018,0.0731628671659698,1.087343914756271,11,SPO,1.0381209854008506
11-50,0.8669525349429958,"[ 2.92711675e+02  1.69925437e-01  2.38859423e-01 -1.69716654e+00
  1.34182558e-02 -1.56930086e-02 -2.17654446e+00  2.94899908e-01
 -1.82491629e-02]",0.869405396991372,0.1011112158901854,1.2153015992228469,11,NAO,1.0994182847026188
11-51,0.8354176587292057,"[ 2.98818771e+02  1.15961659e-01  3.90741184e-01  6.30576376e-01
 -1.62437715e-01 -3.25101770e-02  1.26366420e+00 -2.91499794e-01
  6.42766555e-02]",0.8610887042016099,0.1273985544888224,1.0708986670032234,11,EAO,1.0120451542418778
11-52,0.9534968787776448,"[ 2.91716021e+02  2.31065127e-02  4.90412022e-01  1.74005294e+00
  5.98244765e-02 -4.83742027e-04  2.19060208e+00  2.17013462e-01
 -5.67774938e-04]",0.7849465122423144,0.1054212986281234,1.0966331732213068,11,SAO,1.0086983045263709
11-53,0.0100001012005035,"[ 2.98868005e+02  2.45644771e-01  3.07490212e-01 -7.58092986e-01
 -4.75412332e-01 -2.75206298e-02 -6.91331507e-02 -8.11368172e-01
  9.40870880e-02]",0.8136213848207042,0.236724669123494,1.0690749926852945,11,ARS,1.0474311316422162
11-54,0.8956350596670416,"[ 2.99915688e+02  8.91656748e-02  4.55452067e-01 -1.03924036e+00
 -3.80474193e-01 -5.25858685e-02 -7.05146227e-02 -5.67202466e-01
 -2.02793623e-04]",0.7659026954124984,0.2395538603106425,1.0693794694962129,11,BOB,1.041521338927714
11-55,0.0099999999999999,"[ 3.00071809e+02 -6.00407098e-02  5.83508990e-01 -6.37339876e-02
 -1.91385941e-01  5.08727174e-02  5.41066150e-01 -4.26099566e-01
 -5.26200533e-02]",0.8389411386335264,0.1949325947458319,1.0825436308629408,11,EIO,1.070373894983602
11-56,0.9194090908531812,"[ 2.94960393e+02  5.18383007e-02  4.56658121e-01  1.36436888e+00
  3.60570080e-03  1.13904281e-02  1.72338448e+00 -1.58749802e-02
 -1.31951085e-02]",0.8674776474398158,0.1026882995590281,1.0598418754689591,11,SIO,1.0086135883918514
11-57,0.9746503965989396,"[ 2.76558935e+02  4.42964931e-02  6.93780992e-01  2.26612340e+00
  1.22353326e-01 -1.54876142e-02  2.10847426e+00  1.48986250e-01
  4.11383676e-02]",0.7290420179658774,0.138274771297658,1.8249344799782905,11,SOO,1.2958367399520834
12-0,0.5133481554629786,"[ 2.57845202e+02  1.81647055e-01  8.97557500e-01 -1.06828460e+01
  1.51271755e+00  6.34090559e-02 -2.64122556e+00 -2.70317979e-01
 -8.21661759e-02]",0.4044096668661999,1.2129260315573522,1.2136969471487813,12,GIC,1.166834652956256
12-1,0.903639884679418,"[ 2.66642030e+02  6.74738407e-01  6.14265275e-01 -1.58463156e+01
  7.94451720e-01  7.78592419e-02 -1.86115922e+00  7.20787609e-03
  5.00083811e-01]",0.354540781345969,1.684994258287204,1.14481532157472,12,NWN,1.1393465422112532
12-2,0.8783315006861485,"[ 2.62380804e+02  4.43744508e-01  9.87210769e-01 -1.62679184e+01
 -1.37632125e-01 -1.87731461e-01 -5.11831090e+00 -7.97865804e-01
 -1.03993792e-01]",0.4349212763708843,1.5011138209015664,1.4594592454000763,12,NEN,1.3118306073712294
12-3,0.6918926179340349,"[ 2.80881420e+02  4.83044282e-01  4.30993814e-01 -1.22441165e+01
  5.21239076e-01 -1.95464230e-01 -1.10191252e+00  1.25334123e+00
  8.61951247e-02]",0.3121026870455667,1.2832310505494195,1.062532840056074,12,WNA,1.0936100307779462
12-4,0.8616621897325999,"[ 2.84374492e+02  7.02140543e-01  2.13860116e-01 -1.35459869e+01
 -7.33662993e-01 -8.72562979e-02 -9.25314313e-01  1.25246072e+00
 -1.24480588e-01]",0.2680545016798922,1.511248613682261,1.0463634765284593,12,CNA,1.084172246027919
12-5,0.6784994008895324,"[ 2.85577859e+02  2.53961732e-01  5.43918785e-01 -9.23949850e+00
 -5.62870769e-01 -1.60712947e-01 -1.70997275e+00  2.54542505e-01
 -1.65910970e-02]",0.2053758956574899,0.913914770281994,1.0460024585457628,12,ENA,1.1222655522298515
12-6,0.8919548829984376,"[ 2.93125394e+02  4.92118825e-01  2.64233725e-01 -5.99825017e+00
 -4.18883985e-01 -1.15114395e-02 -8.84575288e-01  5.58445489e-01
  6.59480328e-02]",0.4362141940225275,0.5742150214687658,1.063817507703375,12,NCA,1.0367609327561305
12-7,0.8641711715096042,"[ 2.98483755e+02  2.43979549e-01  3.63893716e-01 -1.44453409e+00
 -3.74121950e-01  6.96649472e-03 -2.43947736e-01 -1.81700235e-01
 -4.86081806e-02]",0.7637803238993294,0.2538365443005345,1.0717972533478537,12,SCA,1.072156028358501
12-8,0.8131488479636751,"[ 2.99135557e+02  1.53011665e-01  3.27061258e-01 -1.03447476e+00
 -1.13039801e-01 -7.62758247e-04 -1.10586209e+00 -1.23417201e-01
  6.45969321e-03]",0.8912995874114926,0.1114359113157234,1.071315018042966,12,CAR,1.048639189492103
12-9,0.8880509646552338,"[ 2.93729404e+02  1.02516000e-01  6.31821625e-01  1.99060410e-01
 -3.18265744e-01  6.59352907e-02  2.47539240e-01  2.84739249e-01
  1.83530387e-03]",0.9070638471558072,0.2150080185726001,1.064434709291848,12,NWS,1.0418346422250484
12-10,0.8966643974534119,"[ 2.96650730e+02  1.55190851e-01  6.78018943e-01 -3.60120727e-01
 -7.44670469e-01  5.87086539e-02 -6.12811199e-01  4.78757797e-01
  1.15794436e-01]",0.8189918968938491,0.2861006894545196,1.152508810542266,12,NSA,1.1074735214306615
12-11,0.8849991974036211,"[ 2.97227669e+02  4.59460410e-01  2.47339813e-01  6.14511908e-01
 -7.87612954e-01 -3.24454077e-02 -9.01118954e-01 -3.84747470e-03
  1.25833805e-01]",0.6959234782854101,0.4081611838689742,1.1948262898591306,12,NES,1.1157493006817831
12-12,0.0099999999999999,"[ 2.94494328e+02  8.38853440e-01  4.72891862e-02  8.42892160e-02
 -8.19146330e-01  2.19864526e-01 -1.69929261e+00  9.10142459e-01
 -2.68085643e-02]",0.6115494748744184,0.6141507239454301,1.2478298907668854,12,SAM,1.1471430694861307
12-13,0.929255582507702,"[ 2.87245642e+02 -9.06477396e-02  7.95225761e-01  3.74754195e+00
 -2.38844207e-01 -5.07220033e-02  9.21124517e-01  2.06091320e-01
 -2.95142433e-02]",0.7285312510572967,0.3042796637904767,1.046668813774706,12,SWS,1.0093910447406191
12-14,0.9417674217805336,"[ 2.91555566e+02  3.80073385e-02  7.07862486e-01  4.76719546e+00
 -7.22401288e-01  1.16167390e-01 -5.30037157e-02  5.85813028e-01
  2.36258563e-04]",0.3158335288486922,0.6192475699247733,1.0484071987932604,12,SES,1.0299121768714325
12-15,0.9655718779575588,"[ 2.81672978e+02 -7.92143334e-02  7.24169289e-01  4.65685120e+00
  1.71196235e-01 -1.51332466e-02  1.50250812e+00  2.92952306e-01
  3.83098670e-02]",0.4972752986435876,0.3859223605459091,1.0501918763162086,12,SSA,1.0225658288065187
12-16,0.1693570860796616,"[ 2.78973957e+02  2.32151442e-01  3.96838966e-01 -7.59156401e+00
  6.80958757e-01 -1.95754621e-01 -1.67971065e+00  2.95596953e-01
 -3.51544014e-03]",0.3775543662849496,0.885902572372661,1.0589523248310992,12,NEU,1.0479597301325687
12-17,0.0099999999999999,"[ 2.81434174e+02  2.98136978e-01  5.56528369e-01 -1.11428050e+01
  6.82100598e-01 -1.84300756e-01 -5.59605305e-01  3.12721342e-01
 -3.60809203e-01]",0.3283751752716345,1.3823269162360072,1.095745053087379,12,WCE,1.1032467111338584
12-18,0.0100000247019407,"[277.16808147   1.51809158  -0.50048492 -16.3196765    0.28803302
  -0.3040058   -0.46116839  -0.37419856  -0.3896334 ]",0.3268007014478641,2.191498255180472,1.0539115773490255,12,EEU,1.118134294794203
12-19,0.7210697720127484,"[ 2.89687991e+02  1.90992024e-01  6.13081599e-01 -8.66484413e+00
  5.80102802e-01 -1.69410900e-01 -2.32791944e+00  8.21750936e-01
 -1.69829341e-01]",0.4686950862344187,0.5386714715949766,1.1674813152089971,12,MED,1.0559383594155016
12-20,0.8036427675726653,"[ 2.96602057e+02  3.43950059e-01  5.37304190e-01 -8.75171448e+00
 -1.56983811e+00 -2.67903345e-01  2.46645156e-01  5.81200471e-02
  3.89822175e-01]",0.4362486291828806,0.6906829459466405,1.08611395446201,12,SAH,1.0632934346124794
12-21,0.7814873184685243,"[ 2.97974038e+02  2.78631507e-01  3.99159915e-01 -3.98042281e-01
 -1.08672828e+00 -3.91636975e-01  1.62792041e+00 -2.26234653e-01
  2.31698307e-01]",0.5426326122281709,0.4370512972078808,1.135456027366218,12,WAF,1.099823495378574
12-22,0.8932423068453906,"[ 2.95309638e+02  1.62865022e-01  5.56650878e-01 -1.31797547e-01
 -8.21666954e-01 -1.99947343e-01  8.52671550e-01  3.42544607e-01
  6.57352533e-02]",0.5865772794979682,0.331512389499453,1.0767887132354506,12,CAF,1.0696921347014228
12-23,0.7263843528135812,"[ 2.97174556e+02  1.41323925e-01  4.94521534e-01 -6.11253024e-01
 -9.93587284e-01 -1.78095013e-01  1.47621729e+00  5.04026216e-01
  9.02900705e-02]",0.6001157854496191,0.4670889295814584,1.071380270245246,12,NEAF,1.0745310835868829
12-24,0.0099999999999999,"[ 2.95433189e+02  4.27528421e-01  1.94150159e-01  7.45297076e-01
 -8.92112580e-01  2.32110679e-02  3.58282335e-01  2.35637846e-01
 -8.79090490e-02]",0.810085026841337,0.3028579400115586,1.088811298152557,12,SEAF,1.1068933133831893
12-25,0.8748246919178314,"[ 2.92939724e+02  8.53695979e-02  6.26432044e-01  2.95686397e+00
 -1.14885971e+00  1.29350241e-01 -9.53438638e-02  2.33292659e-01
  8.37469266e-02]",0.5332942037306003,0.3676151945841547,1.0742631672005167,12,WSAF,1.0571179585502455
12-26,0.5025511759519351,"[ 2.93782223e+02  1.55720839e-01  6.10504033e-01  3.10500917e+00
 -1.50185338e+00  5.45997892e-02 -5.38720519e-01  1.25650302e-01
  2.82889967e-01]",0.4762793995571341,0.5007004601848201,1.136989754868301,12,ESAF,1.063643363325299
12-27,0.0099999999999999,"[ 2.96865917e+02  9.32041718e-02  4.65974336e-01  1.97495772e+00
 -3.27027574e-01  7.32289334e-03  1.08173930e+00 -1.83306130e-01
 -6.90966707e-03]",0.7398376184484036,0.2571106068146292,1.0619832130840638,12,MDG,1.0643718257790573
12-28,0.9884014907360686,"[ 2.57076544e+02  1.63602631e+00 -1.42176730e-01 -1.90145024e+01
  1.46918022e+00 -2.91176596e-01 -4.46583469e+00  1.34042906e-01
  1.00900629e-01]",0.4708857850598101,1.7833861317562196,1.541281421673018,12,RAR,1.313272096316342
12-29,0.0099999999999999,"[ 2.72408838e+02  1.33555553e+00 -1.31771801e-01 -2.08104114e+01
 -2.22647958e-01 -4.18048106e-01 -1.32061548e-01 -5.51175009e-01
 -4.69100066e-01]",0.330520454743901,2.5670589376986084,1.0652895785921357,12,WSB,1.1591883672150864
12-30,0.0099999999999999,"[ 2.66215391e+02  1.06397863e+00  4.03069478e-02 -2.32260578e+01
 -8.40101305e-01 -5.74685692e-01  4.12704286e-01  5.38060436e-01
 -2.13285807e-01]",0.3051088740826259,1.912228026236296,1.0625872818236743,12,ESB,1.1676932107345916
12-31,0.0100000146411048,"[ 2.66709423e+02  1.29598441e+00 -5.09788819e-02 -1.45640102e+01
  3.72468282e-01  1.28796833e-01 -3.15894294e+00  6.97719230e-01
 -1.21237915e-01]",0.4550828346404306,1.0547720533706582,1.2875083448579547,12,RFE,1.1755730147414025
12-32,0.0099999999999999,"[ 2.87478265e+02  6.86349586e-01  2.25803196e-01 -1.50228187e+01
 -6.69055891e-02 -1.68585429e-01 -8.13678044e-01  4.69268074e-01
 -2.47141713e-03]",0.2948414829816344,1.0728539067385223,1.0487840589313882,12,WCA,1.0661096056215096
12-33,0.0099999999999999,"[277.78021358   0.48315477   0.52965046 -19.40986987  -1.60168736
  -0.43951553   0.62495626   0.55790738  -0.41715424]",0.2927807193070478,1.3896515851399254,1.0780319858072471,12,ECA,1.1137926850035684
12-34,0.6226480579090637,"[ 2.68210052e+02  1.70956526e-01  8.25273811e-01 -1.40637162e+01
 -1.87202158e+00 -2.89364016e-02 -3.85109278e-01  9.17188840e-01
  1.26309484e-01]",0.3823408515668676,1.2854816442365953,1.1132849052179687,12,TIB,1.1530653775419988
12-35,0.6962613924106572,"[ 2.86768889e+02  2.73651794e-01  5.04770639e-01 -8.53604642e+00
 -6.49206272e-01 -3.25251191e-02 -2.14913573e+00  4.42604279e-01
 -1.50566388e-01]",0.3962828753292795,0.5148407431896345,1.0674450418235184,12,EAS,1.0544207809589077
12-36,0.99,"[ 2.97495100e+02  8.65726861e-01 -4.10582270e-02 -8.41847112e+00
 -1.44236197e+00 -2.20581742e-01  6.79650559e-03 -3.10192116e-01
  4.77348896e-01]",0.5038032136834881,0.9185374710563348,1.07324540236781,12,ARP,1.1038001623467666
12-37,0.7067375117848963,"[ 2.96373510e+02  6.49464365e-02  6.73661312e-01 -5.18245402e+00
 -2.02313844e+00  2.01559108e-02  1.56924842e+00 -3.52632412e-01
  1.22006409e-01]",0.4132536173916701,0.6222987239717036,1.1105466728794473,12,SAS,1.079035879879769
12-38,0.0100011243119877,"[ 2.99061502e+02  9.25977305e-02  4.39849926e-01 -5.10704296e-01
 -1.98847580e-01  6.22234539e-03  1.35277750e-01 -3.77615226e-01
 -1.46248635e-02]",0.8662154761325181,0.1693650254315241,1.0587082782919297,12,SEA,1.0755278061022968
12-39,0.8237666929129854,"[ 2.99050022e+02  9.43725604e-02  4.83872457e-01  1.97335771e+00
 -7.22499676e-01  6.07106698e-02  2.11384606e-01 -1.63072396e-01
 -4.41733947e-02]",0.6698467029688064,0.3395351495152442,1.0649473938554912,12,NAU,1.0672844585357293
12-40,0.7315107126975655,"[ 2.95760922e+02  2.65359102e-01  5.21914891e-01  6.93636269e+00
 -1.51806920e+00 -8.48606356e-02 -5.82584841e-01  3.21800935e-01
 -7.06224225e-02]",0.5051392723535525,1.0569994911475644,1.0414803120269336,12,CAU,1.0436111879474907
12-41,0.7571026418739814,"[ 2.92297724e+02 -7.24960842e-02  7.83944484e-01  5.18236987e+00
 -8.04244832e-01 -3.99096595e-02  3.60517572e-01  3.17403916e-01
  8.93435374e-02]",0.6015808763151201,0.7068008813815689,1.0418820683783825,12,EAU,1.0284709746138148
12-42,0.9801383852519224,"[ 2.87946571e+02  1.30922750e-01  7.39498364e-01  3.69175898e+00
  3.89541579e-02 -1.53024199e-02  1.43181662e+00  2.17598571e-01
  2.41584436e-02]",0.5974588130244864,0.3275173037399291,1.0611140629243958,12,SAU,1.0297720368460477
12-43,0.982157055297684,"[2.87533967e+02 2.07285709e-01 6.00712149e-01 2.44277194e+00
 1.70017799e-01 3.05110545e-02 2.20019488e+00 2.77654659e-01
 1.25145460e-02]",0.7036805093970601,0.249582835255507,1.0504487368553337,12,NZ,1.022899057262998
12-44,0.989999980616032,"[ 2.37571080e+02  1.65221897e-01  1.74131738e+00  1.22726986e+01
  3.08917553e+00  2.07849533e-01  1.24042484e-01 -1.64005585e+00
 -3.70399694e-01]",0.277959836350433,1.035893822417084,1.1408074643876305,12,EAN,1.0681298891176634
12-45,0.9146039625330772,"[ 2.50575493e+02 -1.01160684e+00  2.07975152e+00  1.02867439e+01
  2.30272737e+00 -7.45425338e-02  9.17493656e-01 -1.04756927e+00
 -2.22457791e-01]",0.3193404564207075,1.5754147779195005,1.135643852268168,12,WAN,1.1039989607870901
12-46,0.99,"[253.50627487   3.17755309  -2.10317387  -9.44304827   0.52810103
   0.52299496  -5.78804691  -1.4020849    0.37897401]",0.7632915508686048,1.94255617561052,4.768495761912237,12,ARO,2.45816023513701
12-47,0.7903253626631291,"[ 2.92895166e+02  3.27156196e-01  2.46743421e-01 -1.66805094e+00
 -5.40054619e-02  7.50980396e-03 -2.23023652e+00  2.02410292e-01
  1.74741353e-02]",0.8796486461206195,0.0871893953232949,1.1747364053814362,12,NPO,1.0231984560734972
12-48,0.9050334394619618,"[ 2.99439675e+02  3.18751198e-02  5.01153345e-01 -1.16832179e-01
 -2.97822095e-03  1.35501227e-02  7.34746413e-01 -2.11987557e-01
 -2.61318447e-03]",0.978619413230782,0.1446809758899387,1.0579446542868909,12,EPO,1.0179683335517247
12-49,0.9646432200627016,"[ 2.92007022e+02  2.86899921e-02  4.90809169e-01  1.59692200e+00
  6.07734824e-02  8.13548870e-03  1.78987135e+00  1.19616320e-01
 -9.14550552e-03]",0.778630677294062,0.0729237960699099,1.0875670015792265,12,SPO,1.0145302823460738
12-50,0.8634067135789717,"[ 2.92724371e+02  1.73415511e-01  2.31347459e-01 -1.69713248e+00
  1.33888407e-02 -1.60482523e-02 -2.17634869e+00  2.95133596e-01
 -1.81950485e-02]",0.8681394153363088,0.1012500520518505,1.2233210363408358,12,NAO,1.1191557710302755
12-51,0.8416945226913428,"[ 2.98833464e+02  1.02902319e-01  4.03695940e-01  6.31238887e-01
 -1.62146505e-01 -3.32261854e-02  1.26289406e+00 -2.91119972e-01
  6.42178683e-02]",0.8621853859187089,0.1273521767014684,1.071332783466138,12,EAO,1.0211346922879723
12-52,0.956675030021732,"[ 2.91723347e+02  2.66810144e-02  4.93212295e-01  1.74047573e+00
  5.99371050e-02 -9.42842427e-04  2.19087891e+00  2.17896872e-01
 -5.32498363e-04]",0.7864052365155442,0.105211563726074,1.0970936672405684,12,SAO,1.0131415050595143
12-53,0.0099999999999999,"[ 2.98872501e+02  3.33357938e-01  2.17951089e-01 -7.56896528e-01
 -4.74951227e-01 -2.81776277e-02 -7.00663583e-02 -8.12145956e-01
  9.39792808e-02]",0.8146425004714805,0.2369561351622105,1.0694585290118872,12,ARS,1.0702764841590584
12-54,0.9163061482176488,"[ 2.99950188e+02  9.94403627e-02  4.49846489e-01 -1.04104749e+00
 -3.80152129e-01 -5.32544960e-02 -7.25183183e-02 -5.66983439e-01
  6.71648278e-04]",0.76678201565053,0.2396975364805175,1.0696861939150717,12,BOB,1.0512587083400808
12-55,0.0099999999999999,"[ 3.00069537e+02  8.12318528e-02  4.40626249e-01 -6.43735167e-02
 -1.90096266e-01  5.13754838e-02  5.39858185e-01 -4.26461329e-01
 -5.20301388e-02]",0.8383064047525663,0.195514565145957,1.0821674909295056,12,EIO,1.1034884921431076
12-56,0.9154461015955264,"[ 2.94962658e+02  3.97405958e-02  4.66382427e-01  1.36502842e+00
  3.27353005e-03  1.07534691e-02  1.72290266e+00 -1.58311400e-02
 -1.29075655e-02]",0.865850618483182,0.1028906793813547,1.0590265398450978,12,SIO,1.0131481072969426
12-57,0.9714513068646096,"[ 2.76593014e+02 -3.05623810e-03  7.25579701e-01  2.26392615e+00
  1.22440795e-01 -1.52639920e-02  2.10881413e+00  1.49486561e-01
  4.12036854e-02]",0.7290558525993459,0.1378575193975261,1.8313719463862264,12,SOO,1.2795271847768417
13-0,0.511725918242651,"[ 2.57828027e+02  2.43322233e-01  8.38797290e-01 -1.06754348e+01
  1.51297475e+00  6.37263194e-02 -2.63814601e+00 -2.71721654e-01
 -8.30289891e-02]",0.405796843981194,1.212034420526899,1.213054891189542,13,GIC,1.166820434021599
13-1,0.911132684714288,"[ 2.66683259e+02  6.65532831e-01  6.26204829e-01 -1.58353266e+01
  7.99562564e-01  7.71518094e-02 -1.85692165e+00  6.32512705e-03
  5.03347270e-01]",0.3557784416349795,1.6869389843878668,1.1450168396658027,13,NWN,1.147565610711998
13-2,0.8783108180036039,"[ 2.62338450e+02  5.18350519e-01  9.13252697e-01 -1.62691776e+01
 -1.36843289e-01 -1.84866570e-01 -5.11330899e+00 -7.93309840e-01
 -1.00479436e-01]",0.4353859949082537,1.505828240506049,1.459059512067363,13,NEN,1.3279257519246042
