,rho,beta0,beta1,beta2,phi,sigma,Ifit,IUQ,nRuns,region
27-46,0.6405293265963471,254.3079055964264,1.5169731921091025,0.7564769544577574,0.5341794458683077,0.7419677150661756,1.1417962614497292,,27,ARO
27-47,0.6529483408257059,292.86293270957566,0.28103911403364273,0.2988959147456231,0.37677691036845096,0.14125087338604092,1.0857860576283929,,27,NPO
27-48,0.5700715781921087,299.24732270629096,-0.0036310170364837273,0.5302669611530432,0.23126845298380608,0.5471192061666722,1.050137229269681,,27,EPO
27-49,0.951730064289786,291.98897907421326,-0.009000253612102984,0.49673957787908973,0.46524926405242906,0.07056460190771678,1.0426523408861,,27,SPO
27-50,0.8368332475344326,292.66982670215236,0.22824250128549026,0.1845384726266374,0.34324601408247146,0.1506595692090495,1.0797213852820016,,27,NAO
27-51,0.009999999999999995,298.75546639126566,0.24427299595005167,0.2464482168784325,0.20247155106207823,0.19827303277972314,1.0665616409696914,,27,EAO
27-52,0.9467368429275236,291.6861440960129,0.04194235652192647,0.45158917640831003,0.3216661611567109,0.11024155618178638,1.0246465290280364,,27,SAO
27-53,0.010000099145247921,298.89014930279717,0.18009209450826483,0.37195990446773947,0.12698085045832544,0.30721986090974895,1.0607165971001515,,27,ARS
27-54,0.894497069790939,299.91553400421236,0.20561031402609403,0.3242610826889724,0.14723084358107633,0.25051154564265404,1.0471685795909587,,27,BOB
27-55,0.7806411737260237,300.1210223979076,0.17692102745833005,0.34981201211168483,0.044493384945699314,0.26193044426332734,1.0432684304072513,,27,EIO
27-56,0.9306665583969166,294.9696212756566,0.08280980699274229,0.4253954677157906,0.2703456226679195,0.1479270258045624,1.0429847044574785,,27,SIO
27-57,0.9637217297815504,276.53802108500196,-0.00765323613964103,0.6809450090593534,0.484560617619028,0.08735024345392149,1.0309967867025405,,27,SOO
28-0,0.99,257.4572905182921,1.4771981383123187,-0.8789826372080797,0.3567863471205378,0.6024574255826806,1.063926677102238,,28,GIC
28-1,0.8700818990147464,266.6469280464313,0.6320691908775851,0.6588668129173731,0.19839480731497763,0.8127223936947987,1.0460147854036672,,28,NWN
28-2,0.010001654098888821,262.2013003182691,0.9001934533542376,0.4918357984203367,0.18001845051659823,0.628168694998744,1.0530755623539894,,28,NEN
28-3,0.6972758128905432,280.8743586519353,0.6669294895152312,0.24846228209053647,0.08821051978960899,0.5383302258278261,1.0410823012586716,,28,WNA
28-4,0.7935407617358441,284.3509646882089,0.5649051874553173,0.36441185244899715,0.09163135127808424,0.6160302976787418,1.0454246621739967,,28,CNA
28-5,0.5952708711017932,285.5588232173851,0.46361437506943004,0.33517745624867695,0.05298385242215998,0.3488787405439966,1.0536713867336363,,28,ENA
28-6,0.851162830504235,293.140384046101,0.38681354566266607,0.36972556199146567,0.20002709734881152,0.3056372856355624,1.064544139549477,,28,NCA
28-7,0.7362377517188678,298.46389459636805,0.13608195450970403,0.4658838258808332,0.22380308440080343,0.26157167116407193,1.0617933179056789,,28,SCA
28-8,0.010000119407604627,299.0725392356527,0.21637103287575035,0.25909394232047206,0.31822747445116023,0.19906099937691626,1.0750794793253975,,28,CAR
28-9,0.7975818682122091,293.63952659241176,0.06431881295506632,0.6593727122136086,0.18847661180853326,0.38953734759806785,1.0525321232820068,,28,NWS
28-10,0.8722225133645145,296.63256544453935,0.08091155667520258,0.7490220896843844,0.20631470356006218,0.3658631480138216,1.050565003784766,,28,NSA
28-11,0.645549921203856,297.16671300443676,0.28067645588663087,0.4278045318908482,0.23139401776430785,0.3865074639999469,1.0534853917130524,,28,NES
28-12,0.009999999999999995,294.46703292379823,0.5856753781699753,0.3089246041869422,0.18221222879758953,0.4719751121885585,1.0594207771654225,,28,SAM
28-13,0.9039485127059722,287.1924908383025,-0.12651874411341218,0.8067547090477222,0.2897058840509019,0.31007484537809493,1.043270124110186,,28,SWS
28-14,0.9459607717181877,291.5271930001411,0.06505132514650794,0.684295292287851,0.22274955546469286,0.2793357859951732,1.0331954176784905,,28,SES
28-15,0.9593862958673536,281.62307430297227,-0.07334600025970431,0.6861244345761989,0.08421833396967175,0.23915488429613044,1.0396417951123165,,28,SSA
28-16,0.009999999999999995,278.9605329979515,0.31997743250312555,0.31770050741966116,0.21764776797254343,0.4402680736345036,1.0758872958647052,,28,NEU
28-17,0.1781286571133813,281.4544343518492,0.3140091058210666,0.5499338016273544,0.11315077103615416,0.5716342190991716,1.055105677804293,,28,WCE
28-18,0.033850182373317335,277.21625486171155,0.7767508511332702,0.2570756582964847,0.10161124978488954,0.9150837201418369,1.0477031681220805,,28,EEU
28-19,0.7015015563139341,289.7081374725503,0.2730667776270464,0.5311324601045163,0.17657811076426552,0.27261828726659804,1.0592974921767124,,28,MED
28-20,0.6792763357787377,296.62806665881675,0.1428232438060879,0.7358963900814386,0.16457171679113297,0.36779277902399615,1.047410662385432,,28,SAH
28-21,0.7463185780695331,297.99278247899275,0.1705936741766358,0.5042736283018484,0.21419852976329723,0.29349943830133973,1.0467816426979366,,28,WAF
28-22,0.879038364648576,295.3076443125091,0.12073481579474302,0.5946160984832242,0.20427638855522853,0.23921617124689515,1.0509542693608847,,28,CAF
28-23,0.7238553151906073,297.1826055639602,0.10960997529252836,0.524051444503345,0.26808339834892625,0.3171155580963354,1.0383577695375938,,28,NEAF
28-24,0.6120469214413796,295.4695952933977,0.22893132902045027,0.39519226668036517,0.18515383726145962,0.37688610508900505,1.0576621193619442,,28,SEAF
28-25,0.8814986898090188,292.95029741505107,0.06238859543214812,0.6517952777391167,0.1888165419458188,0.25634663529271035,1.04720484075193,,28,WSAF
28-26,0.7746836435252917,293.8398269029987,0.19772827724379285,0.5698384970067053,0.235382462463815,0.32414298476681486,1.0590469493984027,,28,ESAF
28-27,0.8435993529917892,296.94410574133906,0.1377472065460525,0.4319697970364417,0.10602236399950103,0.26844497821800856,1.048134039459846,,28,MDG
28-28,0.99,256.98093303164575,1.7307565637229594,-0.30012537205036993,0.2564983518043108,0.8220813804505132,1.0545086817344271,,28,RAR
28-29,0.009999999999999995,272.4384702319008,0.9956881588193681,0.22750444872948034,0.07669405512386003,1.0147439979689465,1.0392765823960388,,28,WSB
28-30,0.8596887183033841,266.3586172830427,0.6663577150984578,0.47360401039525274,0.0652621789630821,0.7691963111038851,1.037154033141339,,28,ESB
28-31,0.010000058933513046,266.78268397970487,0.85838544787703,0.39473861958119266,0.29870901339151634,0.5524291609242372,1.0682703392882704,,28,RFE
28-32,0.7829617422346685,287.6000109629235,0.5238333099549042,0.3998027287992963,0.009013639404210563,0.4357263501308098,1.0399308849294737,,28,WCA
28-33,0.009999999999999995,277.84269300014364,1.0225623177252132,-0.008850495206262894,0.08113760643406599,0.5479693216307691,1.0471372260471,,28,ECA
28-34,0.6379560200243571,268.2868881564462,0.4792544376923989,0.5053809971360731,0.13547640075196102,0.5243726725674372,1.043769800400634,,28,TIB
28-35,0.7196448667826572,286.7829903174065,0.3960899832814633,0.385469658141869,0.22054051690026524,0.2735646519690943,1.0541418656813197,,28,EAS
28-36,0.7057768389605303,297.6216524846744,0.25423841421641397,0.6053634474623192,0.19348785589507986,0.5142844496747647,1.0422932378801821,,28,ARP
28-37,0.7126277722776172,296.3837800702109,0.14875515123535304,0.5906481913665396,0.21650177796563685,0.3314795172547078,1.045300798783645,,28,SAS
28-38,0.8031536237188417,299.1069836922053,0.1771546644259935,0.3646982088804126,0.03880857823746773,0.2802767161286573,1.045869591037851,,28,SEA
28-39,0.7971884864632772,299.0367518054971,0.16658726455592157,0.40290980593271486,-0.0006614178122319048,0.3079090502036876,1.045454151010624,,28,NAU
28-40,0.009999999999999995,295.7139782606332,0.1941694941044052,0.5800803030832586,0.22053319140789013,0.7063073708995133,1.0364850342026075,,28,CAU
28-41,0.7870448383620269,292.2761441136974,-0.010924049154207954,0.7239866744726047,0.27381835700293555,0.5605419842047585,1.0425488929105557,,28,EAU
28-42,0.9600492684306551,287.9277198445787,0.018885559680906192,0.7174193056751468,0.2599273133638539,0.2305106858989701,1.0401953534085902,,28,SAU
28-43,0.9590416860737403,287.55271616460664,0.07004623776078221,0.6121027604483561,0.26361344095258055,0.20539878018880398,1.0235023467698163,,28,NZ
28-44,0.99,237.51346484090365,0.19995172930013316,1.6537243537642037,0.14693170314423695,0.3844977019593362,1.038674124472932,,28,EAN
28-45,0.9347775087296717,250.45416457649466,-0.6289158209929956,1.7263064051883912,0.277201168348377,0.6824653393409135,1.0263694393506495,,28,WAN
28-46,0.6105671672841201,254.27863776184253,1.3972993171884678,0.882071958470611,0.5310764747688733,0.7412179309210065,1.1416538105445857,,28,ARO
28-47,0.6568450406108813,292.86521913629474,0.2874084754507909,0.29202352486300315,0.3756310184682923,0.1414769886597311,1.08614892428317,,28,NPO
28-48,0.5779475598160343,299.2473892160957,-0.009724441725027634,0.5370937377130033,0.22966282896769563,0.5466001555114017,1.0500821109444984,,28,EPO
28-49,0.949068541102204,291.9905010314095,-0.02433448054623196,0.5097178340067635,0.46339968139365917,0.07037500857112207,1.043555651706105,,28,SPO
28-50,0.8267189144590391,292.6684486131607,0.22205752618550836,0.1902793590530026,0.3461449638000804,0.1509686034465786,1.0794203755379692,,28,NAO
28-51,0.009999999999999995,298.75442168489417,0.23675167190714488,0.2544855378603198,0.19929906034144462,0.1981918740312506,1.066569864977862,,28,EAO
28-52,0.9478122105163546,291.68714071621145,0.04345311332136621,0.4517483411195918,0.32589331367308744,0.1103930098142016,1.0245962247358558,,28,SAO
28-53,0.009999999999999995,298.8923545930666,0.1379380441060706,0.4141029122764426,0.12759618997226665,0.30749401139445015,1.0606462954100377,,28,ARS
28-54,0.9073630985716822,299.9255168998804,0.21137226016536287,0.32111061281902226,0.14606967427457532,0.25003423554052245,1.0477809876590887,,28,BOB
28-55,0.7776182672374108,300.1251055063679,0.15775900558150122,0.36901117598973876,0.0466496290010101,0.2617127622148235,1.0432043484577582,,28,EIO
28-56,0.9309409064501375,294.97718340212094,0.06942616859480037,0.44018254565544923,0.2671167003890825,0.14802801282026107,1.0429621275727998,,28,SIO
28-57,0.9634242356220578,276.5329269766506,-0.0057877430411458946,0.6779327208060494,0.48504216828300645,0.08738951986996664,1.0294258786410098,,28,SOO
29-0,0.99,257.44143405413183,1.491938968772464,-0.9078711740378158,0.3548081653083531,0.6040742842426936,1.0634543026433665,,29,GIC
29-1,0.8687471375353468,266.6342022218357,0.6559615763513003,0.6350423476700576,0.19801552461419203,0.8118225995245562,1.045928657720226,,29,NWN
29-2,0.010000009888684488,262.2102628718236,0.7894729660045988,0.6028508111236578,0.17618043228146318,0.6288773236690209,1.0531705679000247,,29,NEN
29-3,0.6868563316797542,280.86752211118056,0.6543153692582243,0.2614306162627993,0.08877378181708795,0.5377374882446367,1.0408917588291011,,29,WNA
29-4,0.6378341915538756,284.33192937206826,0.45358136583134184,0.4732650950243489,0.093650809863811,0.6138700863634341,1.0451568688872994,,29,CNA
29-5,0.5645122663558549,285.5593672205982,0.4314789844897437,0.367768701432534,0.05198736984297562,0.3468396740624839,1.0540026431470324,,29,ENA
29-6,0.851804476512768,293.1361140311166,0.4008468017501558,0.3550227716092809,0.2015146547036728,0.3040476966718522,1.0645065937879672,,29,NCA
29-7,0.7391571507161679,298.45951969400977,0.1506135292317874,0.4519061185241538,0.22571300668461614,0.2612374415963191,1.0617037405072625,,29,SCA
29-8,0.009999999999999995,299.0708839939506,0.1997648950167868,0.2763342670396175,0.3170997232675453,0.19903577875676304,1.0749179208870066,,29,CAR
29-9,0.7993819436910711,293.6336122288089,0.08324501613759612,0.6409501526028315,0.18977565161101276,0.3898868292045149,1.0524164059442265,,29,NWS
29-10,0.8732321114251523,296.6280655778168,0.08963825515422202,0.7409760205836917,0.2068591697427164,0.36600226379163076,1.0505199643959646,,29,NSA
29-11,0.6525319246816595,297.159046888842,0.2954016522387455,0.4144205389311619,0.23131381564203712,0.3864919283451688,1.0532186010062454,,29,NES
29-12,0.009999999999999995,294.46217946617014,0.5754154215549865,0.3203201815365283,0.1820789169606641,0.472166220609004,1.059332310361375,,29,SAM
29-13,0.9050508796488457,287.1900418511073,-0.11774330543435822,0.7987716210602117,0.2923607030819138,0.30980315999553143,1.0432287691883568,,29,SWS
29-14,0.945901463221084,291.5277770327701,0.06135411457534441,0.6882717198221184,0.22047368207273238,0.27953806629760725,1.0328686605296145,,29,SES
29-15,0.9584900912270377,281.6207347811892,-0.07845258668153526,0.6896864907368438,0.09112373070943934,0.23874121559363332,1.0395741348838272,,29,SSA
29-16,0.009999999999999995,278.9579125996529,0.34702078953223564,0.29133999269800853,0.22067677788098597,0.44061095517339277,1.075806908539447,,29,NEU
29-17,0.17062678201893786,281.4460829316366,0.33713223910332507,0.5286505136398815,0.11247756008559306,0.5695973304849031,1.055125321728105,,29,WCE
29-18,0.009999999999999995,277.20869474979946,0.8881633642307607,0.1464076111050873,0.09879946457792858,0.9128405854960244,1.0476285126504046,,29,EEU
29-19,0.6977792723855003,289.70304983895954,0.2822229443967058,0.5229909466643339,0.17231827776718694,0.2723952836948766,1.058604527628051,,29,MED
29-20,0.679212380550704,296.6237267010687,0.16873363543939163,0.7099441080641594,0.16570138738383064,0.3685624475552154,1.0473276293476546,,29,SAH
29-21,0.748777524442042,297.9913829410662,0.18574194980053588,0.4889293037610274,0.21479945386155042,0.29320026042067193,1.0467450920626753,,29,WAF
29-22,0.8809378750258212,295.3067713970213,0.13311115801265974,0.5820774570193702,0.2054805879244751,0.2390585987751298,1.0508848441004597,,29,CAF
29-23,0.7311818745776574,297.18708891027813,0.12517776379265771,0.5072825727788806,0.26930364379662036,0.3164137124979473,1.03813237651025,,29,NEAF
29-24,0.6110038015667498,295.46771376722256,0.2512074257342922,0.3725730882033875,0.1863685253644733,0.37645606494852485,1.057643250502431,,29,SEAF
29-25,0.8820103714238228,292.94332103193966,0.06996694399820934,0.6452697734371744,0.18765140660799134,0.25675303052259496,1.0471990781036846,,29,WSAF
29-26,0.7746907894905628,293.8292562626543,0.21939877342514782,0.5494974864799744,0.2382309092047981,0.3241725347758437,1.058987949567382,,29,ESAF
29-27,0.8440239480731986,296.9399739125788,0.1495131291139444,0.42022811890321315,0.1114535121938583,0.2678904959058653,1.048181491842676,,29,MDG
29-28,0.99,256.98540446462505,1.7165372562486092,-0.26049523470454433,0.2610006196107231,0.8219813508713804,1.05435694551182,,29,RAR
29-29,0.009999999999999995,272.4340056495152,0.9746110607109898,0.25071794253790225,0.07396551070477773,1.0157871780657253,1.0392580818035695,,29,WSB
29-30,0.8539960152710176,266.3496637424371,0.6478654587330377,0.4945600988870698,0.06005048521116664,0.7685710425830026,1.036930581680555,,29,ESB
29-31,0.009999999999999995,266.7675919829255,0.8775384386621035,0.3788922767993562,0.30011797604721696,0.5525479556853821,1.0678475973765829,,29,RFE
29-32,0.7829478708348473,287.60632059824536,0.5335211042504043,0.38854479074656373,0.008094868052596049,0.43411674508376175,1.0401819890303174,,29,WCA
29-33,0.009999999999999995,277.84450451195096,1.0036247083001582,0.010348650157787796,0.07528481134082671,0.5479699899843158,1.047169719779344,,29,ECA
29-34,0.6376344728229841,268.29394117696364,0.49491536626274796,0.48812797443594946,0.14151488842647958,0.5256320899361844,1.0438028378975772,,29,TIB
29-35,0.7195529765963034,286.7817139485533,0.4091058722797712,0.3724355048114551,0.22016037440236044,0.2735827817841545,1.0542275507676284,,29,EAS
29-36,0.7178401013246503,297.62560606453025,0.2677624840129976,0.5913908285228631,0.19623696512941932,0.5148941915409184,1.042444079046231,,29,ARP
29-37,0.7146435837069427,296.3820681292934,0.16279004530968116,0.5767068085877263,0.21855716513346193,0.3319203845114666,1.0452903239070475,,29,SAS
29-38,0.6934811516713331,299.09143883550416,0.12820626260707846,0.41051250764048697,0.04191314235178141,0.2802769818471054,1.0460851192435074,,29,SEA
29-39,0.7679187547376012,299.03166997364684,0.14864131139317865,0.41991303384232836,0.0024301531349061206,0.3074697948766134,1.0456168409252273,,29,NAU
29-40,0.009999999999999995,295.7081270943278,0.21816835594038783,0.5571722758412331,0.2210559553042638,0.706245363079046,1.0365266814385985,,29,CAU
29-41,0.7848592579327811,292.2784900436037,0.01909514141235237,0.6921406328626506,0.27372172169975295,0.5609991372333828,1.0425538783563244,,29,EAU
29-42,0.9604160421243869,287.91776335795714,0.03397732547092954,0.7012034022678034,0.25781704206381817,0.23001086347039118,1.0400954532991802,,29,SAU
29-43,0.9563942267426861,287.5482841719386,0.05668755562368685,0.6201107163207501,0.2604244783557739,0.20578688070860512,1.0235361410189037,,29,NZ
29-44,0.99,237.52351644758377,0.19344486043286596,1.666771604835841,0.14637608130126525,0.3843595403850739,1.0392075312384994,,29,EAN
29-45,0.9365470118879696,250.43745998497937,-0.5845814882750153,1.684928749587631,0.27656177244986146,0.6841398578025273,1.0257681055661578,,29,WAN
29-46,0.99,253.64313241496384,2.9494593047330087,-1.5191871577206648,0.48600127641769686,0.7399289283739028,1.0790070949363244,,29,ARO
29-47,0.655849759130486,292.86023464434686,0.29608761432998476,0.2842213140011219,0.3749155735207282,0.14204792356865667,1.0854949430657583,,29,NPO
29-48,0.5505428362787689,299.2389687421942,0.03088970256698562,0.49616223936147835,0.23018607081183018,0.5466361409039644,1.0501574492730539,,29,EPO
29-49,0.9483875001351005,291.9892274905386,-0.025993752803083726,0.5105985203885011,0.4684055806566861,0.07027927690369652,1.0438507858243118,,29,SPO
29-50,0.010000249999999995,292.63080447742044,0.3480210881249896,0.05886800694635084,0.36048121487032553,0.15157437046990105,1.0875379377454202,,29,NAO
29-51,0.010000007527717722,298.7553055262739,0.21258066673902049,0.2789489109825409,0.2019002965144741,0.1978262242864363,1.0664873014779066,,29,EAO
29-52,0.9478841101366423,291.68775385904627,0.04137289494083091,0.4542972351676661,0.32645283966275673,0.1101032704735803,1.0244032760036852,,29,SAO
29-53,0.010000006620501043,298.8916700478407,0.10617718395687421,0.44650491407996296,0.1265170403914367,0.3074208274134825,1.0605542845293423,,29,ARS
29-54,0.8949966176168211,299.91903208680577,0.1976192912058295,0.3327635150556316,0.1497810437462371,0.24947175805659486,1.0471732412390213,,29,BOB
29-55,0.7748823169180765,300.1217290551012,0.16149590492018548,0.3654931903710398,0.04790872279899696,0.2612870789034394,1.043194441617177,,29,EIO
29-56,0.9303870094959732,294.9665506847564,0.0809018339555731,0.42805880808398156,0.27109267751276667,0.1482974669255722,1.0428104232750568,,29,SIO
29-57,0.9628911575733169,276.528339788051,-0.009183680819961997,0.6806384382592834,0.48853900238360254,0.0877761885094565,1.0275736660953727,,29,SOO
30-0,0.6289950595428715,257.817242706113,0.6176780887818836,0.4749991601203488,0.37903723348302437,0.6068322667615197,1.0930801660809621,,30,GIC
30-1,0.8650987836944952,266.6184445586961,0.6665542577917762,0.6255691432186274,0.19951938704617614,0.8103900854788629,1.0458919625639316,,30,NWN
30-2,0.010000218112555777,262.2003257710729,0.9234436959176102,0.4694067885048716,0.17407655679343864,0.6272828724738481,1.0531367248542407,,30,NEN
30-3,0.99,280.78583676190453,0.9712391886565921,-0.13293822820890808,0.09251301926746103,0.5357411294027564,1.0415961715769086,,30,WNA
30-4,0.5042285322414847,284.31178206368264,0.48428464951724004,0.4409749368608366,0.09994815450061202,0.6130878148047951,1.0452530577580152,,30,CNA
30-5,0.561656775107814,285.5588868999655,0.4463980830738017,0.3519115729113533,0.04701894274295316,0.34635781017278705,1.0537432832100828,,30,ENA
30-6,0.8518202057914764,293.13354398371814,0.41590057441737227,0.33900455301099713,0.2015566712273613,0.3040534525123629,1.0646065333333798,,30,NCA
30-7,0.7239296237775603,298.45792128710076,0.14234684709622683,0.45959276145735767,0.22500892503832665,0.26053405351901565,1.0617425868306145,,30,SCA
30-8,0.01000008157242364,299.0716393269882,0.19952567560050802,0.2766129087871807,0.3189998499201407,0.1984648252947904,1.0750868373609292,,30,CAR
30-9,0.7943079232035262,293.62962021689395,0.08962124989530282,0.6337960253932742,0.19059559337173876,0.3877673246775213,1.0524331758354415,,30,NWS
30-10,0.8709533362817812,296.62483279589577,0.09701024927308181,0.7321345141400193,0.2075758804829543,0.3646882557759532,1.0505263766609094,,30,NSA
30-11,0.5983989945414494,297.1541706465166,0.29372164771175996,0.4150453110474082,0.23259200095065782,0.3843668354311572,1.0534986177946912,,30,NES
30-12,0.009999999999999995,294.46565217016547,0.5555759036983521,0.3399405017210468,0.183237987701229,0.4697683238490795,1.0593834910508022,,30,SAM
30-13,0.9027513545920128,287.18284427809374,-0.11582199174681107,0.7951094395804824,0.29678591498190005,0.3081369787012379,1.0431286007095046,,30,SWS
30-14,0.9429760628137719,291.5270797910132,0.03789210315149775,0.7098923822014754,0.22004195910939267,0.28011110608513645,1.0328081131042512,,30,SES
30-15,0.9567588122572361,281.61529257070396,-0.0873659334787439,0.694934717919369,0.09478754262885314,0.2391989424738615,1.0395176913669593,,30,SSA
30-16,0.009999999999999995,278.954011986198,0.3244118531192095,0.31442403522567364,0.22292963291046633,0.4401477160030643,1.0757355542160794,,30,NEU
30-17,0.20166630542721756,281.4474161977148,0.3598123420876196,0.505826341248373,0.10541101566043887,0.5697663830287039,1.0550750078601447,,30,WCE
30-18,0.009999999999999995,277.2039036205131,0.8660583544719038,0.16937893217819344,0.09063866801404002,0.9123049873367763,1.0476087996605776,,30,EEU
30-19,0.6978935162758118,289.6987286884008,0.299693399795777,0.5056167386821729,0.16674481001691108,0.27120178446950666,1.0585199873976816,,30,MED
30-20,0.6795607007518719,296.6241177128415,0.17480943121218023,0.70364385480594,0.1631230176601959,0.367450972755952,1.0473220007764976,,30,SAH
30-21,0.7526055860382489,297.9912988723393,0.19265859901495858,0.48200694108674436,0.21645593025679466,0.29148764251406445,1.046727997260696,,30,WAF
30-22,0.8796592674020954,295.30420321789006,0.13812504344981405,0.5763865054273182,0.2056955681757336,0.23778045840117473,1.0509071463938293,,30,CAF
30-23,0.7341846825309833,297.1884553945899,0.12822509974124743,0.5043186434924543,0.2675611954455603,0.31445030564776283,1.0381964262626706,,30,NEAF
30-24,0.6113473604763381,295.46819444967576,0.25860669708775524,0.36499108638075073,0.18658114731410433,0.37456076052305787,1.0576782958296034,,30,SEAF
30-25,0.8785065949734211,292.941792170297,0.06528376615052683,0.6485589092632138,0.19072894953589437,0.2556067889843479,1.0471926826083016,,30,WSAF
30-26,0.774247760324821,293.826577464012,0.23566670768675835,0.5326769687729951,0.2354631042392409,0.3232195103799945,1.0590035557067958,,30,ESAF
30-27,0.8463562747998887,296.9408903815681,0.14841988660741695,0.42181744013092126,0.10861263587974762,0.2669877021634937,1.0481935593676812,,30,MDG
30-28,0.99,256.96050473747096,1.737709711092943,-0.3038003906118541,0.2567173645886421,0.8225597412435323,1.054228738205797,,30,RAR
30-29,0.009999999999999995,272.418359792492,0.8301667310854135,0.39961123556381867,0.06996157085168161,1.0194902092039753,1.0390882639020462,,30,WSB
30-30,0.009999999999999995,266.24652581911755,0.6702541659164084,0.455494502119112,0.061510193237209215,0.7696224215041751,1.0398505908611266,,30,ESB
30-31,0.23361414151192944,266.7674216104558,0.7365008615046411,0.5237813836933537,0.29616381367635003,0.5544596679698937,1.0669409871432463,,30,RFE
30-32,0.7859666450947471,287.59912406700374,0.568055055842333,0.353664486124262,0.010340834419690288,0.4331812698126746,1.0401588941229287,,30,WCA
30-33,0.009999999999999995,277.84229118203746,0.920485040069087,0.09460641664854075,0.07455023012382747,0.5459566875894232,1.0469362590796218,,30,ECA
30-34,0.6399193067564412,268.28667992909266,0.5067777096982167,0.4768124032499207,0.1429411766505793,0.5255871741758199,1.0438805291788833,,30,TIB
30-35,0.718167542899718,286.77974357882016,0.4181486380890812,0.36272598009874846,0.21714083320248015,0.2737121759275517,1.0540192430479858,,30,EAS
30-36,0.6890285693398635,297.6212020825673,0.2479002907285569,0.6107514654203493,0.1981875926908102,0.5141498548683145,1.0422678962820087,,30,ARP
30-37,0.716715541739792,296.3820085927421,0.16508485048605534,0.5740247179781834,0.2174282295324687,0.33112536285835015,1.045329596775656,,30,SAS
30-38,0.7133916417603753,299.09387534416805,0.13869832846847363,0.3999626640575486,0.043060650376742476,0.27930162785437007,1.0458154712033754,,30,SEA
30-39,0.7830286392488954,299.0369469827057,0.15147717487041368,0.4171398897767134,0.0020229295477542583,0.3060503168982071,1.0454168158418224,,30,NAU
30-40,0.009999999999999995,295.71431013281915,0.16919689076646166,0.6053693833492603,0.22120847752122058,0.7032225608631961,1.036476767574154,,30,CAU
30-41,0.009999999999999995,292.19952769475935,-0.16494861876490308,0.861907637282057,0.2839842029651598,0.5586575968741461,1.0466383091622644,,30,EAU
30-42,0.960906134393947,287.9120315025344,0.04241948360286183,0.693413560597431,0.25742905903719954,0.22886566748104384,1.0399623925644994,,30,SAU
30-43,0.9572340419786467,287.5453200727742,0.06370672665543893,0.6146685255444073,0.25901913082206207,0.20495063054494808,1.0235799865841422,,30,NZ
30-44,0.99,237.51275511569932,0.2010493106684268,1.6491317040822244,0.14884375555981816,0.38536082803974997,1.03826972917748,,30,EAN
30-45,0.9390532254442943,250.42957086580654,-0.5562456340206163,1.664655803299621,0.2803420954400632,0.6826977167661384,1.0252244028552056,,30,WAN
30-46,0.9899999999999999,253.60475433936008,2.9805096227669066,-1.5842464982696456,0.48791942932767246,0.7367333160417653,1.0781772341123286,,30,ARO
30-47,0.6320175098181565,292.8605717174495,0.2842335987251614,0.2957099814698623,0.37655541801574827,0.14178167682043236,1.0852466071871416,,30,NPO
30-48,0.5457440448823234,299.2404474895498,0.02060155503657917,0.5064721751968679,0.23052065948164774,0.5430881498333144,1.0501937101077055,,30,EPO
30-49,0.9475087891780366,291.9857020208574,-0.02572671122990335,0.5089276658643267,0.4673674792841505,0.07022843941050567,1.0434742484681598,,30,SPO
30-50,0.009999999999999995,292.6308012397263,0.3489319428260143,0.05805615708821632,0.36471387515306364,0.1509506112526621,1.0875626334325716,,30,NAO
30-51,0.009999999999999995,298.7544117169874,0.20563671469153783,0.2861044764095541,0.2014193810367268,0.19726476251112185,1.0663802651736765,,30,EAO
30-52,0.9448182564273411,291.6868834231634,0.02539844307030764,0.46851963433758764,0.32660728838757325,0.10995393799209119,1.0243506113651437,,30,SAO
30-53,0.009999999999999995,298.89241864001923,0.11058823182500706,0.44178405655101355,0.12431476820164805,0.30593870455497946,1.06058315641878,,30,ARS
30-54,0.8883154985835794,299.91791787713777,0.18828875764403194,0.3406760418803136,0.14670666276973973,0.24876240501602653,1.0466665746228245,,30,BOB
30-55,0.7613514407140471,300.1227347103891,0.1461461861923767,0.38041111302641906,0.0468262614671521,0.25990989428524425,1.043261282268325,,30,EIO
30-56,0.930488172905465,294.96455308741486,0.08182810856383523,0.4274207390969737,0.2662629844186434,0.14768874591598188,1.0427189964454078,,30,SIO
30-57,0.9633125996327926,276.51806006306145,0.0018631395582356944,0.6697851592079217,0.4896742742924384,0.08825539497731488,1.0252152002857258,,30,SOO
31-0,0.99,257.42981771567213,1.5152586541043909,-0.9634633735762079,0.3490227957580754,0.6050705978397996,1.0632213753114454,,31,GIC
31-1,0.870584914439303,266.6098140607531,0.7017293857090389,0.5891605944411656,0.19741326713220272,0.8141535098633853,1.045719677163192,,31,NWN
31-2,0.009999999999999995,262.19279843263854,0.8993025590192104,0.4946951937264818,0.1732033376574705,0.6275842205103546,1.0530466962110598,,31,NEN
31-3,0.99,280.7822421330237,0.9715139182105106,-0.1332252897643182,0.08870362616907791,0.5358987169728507,1.0415948914899265,,31,WNA
31-4,0.4281173476746767,284.3020860629001,0.5300089660195401,0.3941528742387401,0.09879426508617542,0.6122258926761371,1.045453365937465,,31,CNA
31-5,0.577253247209297,285.5648280559584,0.44304653942159944,0.3543569073920949,0.04572853535782133,0.34550129931643425,1.0536840379407797,,31,ENA
