,rho,beta0,beta1,beta2,phi,sigma,Ifit,IUQ,nRuns,region
6-1,0.009999999999999995,266.4734217478167,0.35462189863150956,0.9166381011248848,0.23989758411588777,0.7691494709631247,1.049766026758651,0.9481726481765426,6,NWN
6-2,0.009999999999999995,262.1334208611509,0.36650832832699837,1.0501566981723958,0.1594241296957662,0.6456066562342022,1.0588392317030224,1.0434956638229196,6,NEN
6-3,0.7671526007076329,280.83147596124724,0.7278861451419169,0.19998622300088112,0.013901174784438693,0.5430186583503045,1.0441929477246172,0.9957473854011055,6,WNA
6-4,0.010000105718478782,284.38173172508067,0.8610923002826848,0.05129172540858266,0.09091782940700996,0.6412758083021612,1.0619139690932113,1.0862833848305273,6,CNA
6-5,0.6973256959084115,285.60704928675926,0.33796899373345024,0.463216501064051,-0.015228561213253089,0.3546002504258717,1.0585303578915104,1.0140768890712657,6,ENA
6-6,0.8731829406651205,293.10990633529065,0.6330153944788526,0.11188537062207245,0.13646343690954474,0.3100534129780777,1.0734802793780132,0.9968273964101209,6,NCA
6-7,0.8700773890414719,298.52539910981767,0.19664285000363702,0.41011416011569995,0.23842141376406215,0.2729647210560241,1.0668863823074344,1.0915399472713208,6,SCA
6-8,0.009999999999999995,299.06826914380093,0.31473644265800255,0.15929710933675037,0.33688499093663427,0.20424242786818386,1.0762771315942903,1.0658283726965128,6,CAR
6-9,0.8435235439023198,293.646539743324,0.17204425444824936,0.5533872697981547,0.17524695610932575,0.4109964039125622,1.052398273933375,1.1329377447740931,6,NWS
6-10,0.009999999999999995,296.4303254875812,0.4071176421635358,0.3935262780660105,0.24310614495046173,0.38878296258074896,1.0811704772491277,1.1445347463753615,6,NSA
6-11,0.009999999999999995,297.1177827022923,0.5885185035045932,0.11055296841622296,0.2537070593769046,0.3893824840980815,1.0623019508763158,1.0505433132413007,6,NES
6-12,0.009999999999999995,294.43263614616876,0.9333671284858885,-0.03903695126204998,0.20468261578310448,0.4827910758707192,1.06093174481741,1.0725752182529118,6,SAM
6-13,0.9234803697879362,287.2243595205735,-0.04999644415553825,0.7383462355563246,0.26564853410391376,0.3247844551535251,1.0437986196117273,1.0371102960955603,6,SWS
6-14,0.941526944045854,291.5290326081438,-0.07613035819253251,0.8462394847386543,0.21880869229401176,0.2658157255141677,1.0385394937676984,0.9196280969310714,6,SES
6-15,0.9573783664804784,281.5991077743899,-0.04157228513304259,0.639545696145546,0.07075744887977048,0.24235014107128855,1.040149080906671,1.0264910970858363,6,SSA
6-16,0.99,278.79052136016657,0.9107284895841258,-0.6326500997992067,0.226866628304981,0.4149238899089245,1.0584627468485226,0.9082287810831022,6,NEU
6-17,0.009999999999999995,281.52510502286685,0.11849757658195513,0.7320028349602851,0.1486321130509694,0.5559887720664217,1.0585047014052724,1.0095486121431618,6,WCE
6-18,0.009999999999999995,277.2025419091965,2.311520929188835,-1.291742261780534,0.10748536511211988,0.8979990822868136,1.0517921547230145,1.0241036975045328,6,EEU
6-19,0.010000989893516294,289.7043108106362,-0.1923325885413263,0.9858854582614005,0.16283057156842443,0.2683394263221058,1.079469764321907,0.9994407473468244,6,MED
6-20,0.01000000612584168,296.5018857972905,0.3245833058930411,0.5547187840192717,0.16765370482360317,0.3888534658120091,1.0668798594265863,1.0464664391545757,6,SAH
6-21,0.009999999999999995,297.9010031026806,0.2806157260548752,0.39153559922619063,0.2340075542303894,0.2992971320603244,1.062261334138058,1.079362770449509,6,WAF
6-22,0.9041424343480553,295.30676815003375,0.1381274313786117,0.5915973432463134,0.1938528699352359,0.24483117921560088,1.0541569363960348,1.0495620025587977,6,CAF
6-23,0.8085252378056065,297.1878806810261,0.03964993627968063,0.6085888323155343,0.2854256085377219,0.32394837509077157,1.0424769236817133,1.035036318287135,6,NEAF
6-24,0.009999999999999995,295.40006941230706,0.5140479893238121,0.1129898633826334,0.20640084640882977,0.3943121023516663,1.0634548953633742,1.1236351956839532,6,SEAF
6-25,0.907443275707958,292.94822991369944,0.1285459158248675,0.5949715390061044,0.22171131295446048,0.2640909251072633,1.0492573864558947,1.0422066233461171,6,WSAF
6-26,0.2767696159253445,293.7383613227258,0.3468893589455016,0.4183207748762074,0.24966463099756322,0.33664533077355313,1.0717928087792514,1.0710396695730953,6,ESAF
6-27,0.01000000544730635,296.83133219890897,0.0638664298969945,0.49964196164697244,0.16738492916961137,0.28010922922805515,1.0663262179161717,1.081121877908615,6,MDG
6-28,0.99,257.27960247904156,1.5747609241848783,-0.03901059349153981,0.13916238467828312,0.8549104695090233,1.0668827220353376,1.0210068098076224,6,RAR
6-29,0.009999999999999995,272.58405180603404,1.8503351311097056,-0.6647004229381427,0.05515046118900515,0.9940367525201478,1.0473948775140598,1.0063750958260949,6,WSB
6-30,0.009999999999999995,266.49941025811063,0.754335174709288,0.3217255151257375,0.015612308473256106,0.7853417845634927,1.0590035718959816,1.0013757398617642,6,ESB
6-31,0.009999999999999995,266.8348969232698,1.307419164679773,-0.07084856289602805,0.21587584999395093,0.577009573660155,1.0737914861242643,1.023606318104974,6,RFE
6-32,0.009999999999999995,287.47530792410174,0.9994805193634119,-0.07822309598564132,-0.03057265852100707,0.426033232772776,1.0475011073082594,0.9602813523634943,6,WCA
6-33,0.009999999999999995,277.90917125679226,0.5673896415644024,0.43845053637033304,0.09064122414696135,0.5309368713253878,1.0508708027313933,0.9548198905238782,6,ECA
6-34,0.6578959997822875,268.2376645939926,0.1907662362922594,0.8157616285117167,0.13412171621321037,0.5391169139806444,1.0481380832966523,1.0227311834009691,6,TIB
6-35,0.7924566936272818,286.8783727695314,0.34791369148366696,0.4243523465025835,0.20791812308870064,0.27083811043384415,1.0702942177347332,0.9859181555797846,6,EAS
6-36,0.900325046181283,297.60714571997954,0.3773262180875346,0.5178728294614001,0.22873939525672524,0.5419177295291464,1.0544137551585009,1.0569210038558332,6,ARP
6-37,0.7378479406630694,296.38376810146957,-0.0880248819354323,0.8397598188784353,0.23825341705713454,0.34616484799152586,1.051134214778947,1.0387553832789136,6,SAS
6-38,0.8934458848414674,299.14218108851657,0.1516865147723221,0.4087509449774351,-0.001321452680940745,0.28305411510709155,1.0528057110885283,1.0880070949758043,6,SEA
6-39,0.7596886845710533,298.99015498404,0.09106825167419846,0.4890715690165266,-0.0016057839513792158,0.31093026225736153,1.0512990965654303,1.073711600966223,6,NAU
6-40,0.009999999999999995,295.6110663870778,0.19519203152797812,0.5956046781666576,0.23092558420315112,0.7225793881558663,1.0389707785037445,1.0808284583093406,6,CAU
6-41,0.870786287122768,292.36569673787125,-0.14717688483099742,0.8871106186895723,0.2505337551531245,0.5716942356159612,1.0473258032403503,1.028553882573952,6,EAU
6-42,0.9715684815882568,287.9040110615877,0.08109357223789197,0.7170246681736282,0.28639963356982234,0.23640633959856908,1.042725901574612,1.0594484403635365,6,SAU
6-43,0.9711673519005006,287.52048580353215,0.10485227451083719,0.639515759799768,0.3671813856300806,0.1986296800301802,1.0376534809007691,0.9372097816277143,6,NZ
6-44,0.9717290453554007,237.5251636970114,-0.015768575654115973,1.297645656375084,0.19034344376430962,0.3751538659510568,1.0408527401345142,0.9812385829001294,6,EAN
6-45,0.9126340635219676,250.34937100784097,-0.547618042936862,1.5772410077958992,0.29097523980513,0.6603495855251438,1.0351260982529555,0.971007826887992,6,WAN
6-46,0.99,253.77407895311316,2.958014683234436,-1.6125434497621187,0.40650844360986943,0.7376264148903596,1.0836039258638186,0.9432003703010075,6,ARO
6-47,0.7376876825518968,292.89725730379956,0.23282644260403396,0.3441354319447412,0.35378044088685134,0.14345880122987092,1.1042389083626811,1.0100353697005104,6,NPO
6-48,0.7499773967828343,299.2477250160536,0.12837913454052263,0.4014818355952741,0.22705247928943634,0.5693670876928684,1.0499762380468982,1.113660638113694,6,EPO
6-49,0.93777462641034,291.9714682310077,-0.07654704233387485,0.5569449049511981,0.47931900998612714,0.06868358326232149,1.0618189130650166,0.9676665312602979,6,SPO
6-50,0.009999999999999995,292.63822057156466,0.40964281790807994,-0.006318297473836133,0.39029900395105505,0.15192794484259842,1.0929664633155225,1.0361258506948117,6,NAO
6-51,0.009999999999999995,298.7205317593801,0.1812579111974987,0.3183419467418413,0.2048200443248215,0.19899446436106213,1.0727820230315863,1.0049178879700442,6,EAO
6-52,0.9480401188337093,291.678273186466,0.013415072820842503,0.4920213959734592,0.2740796152838366,0.10862891138511996,1.0300354720797664,0.9789815966932093,6,SAO
